Enable,Playlist Name,Channel Name,Group Title,TVG Id,TVG Name,Duration,Stream URL,TVG Logo,Metadata,Test Result,Error Message
1,11_FAST_IPTV_Z.m3u,9X Jalwa,Music,440,,-1,https://wiselp.wiseplayout.com/9X_Jalwa/master.m3u8,https://i.postimg.cc/BnSQC8xm/unnamed.jpg,[],OK,
1,15_IPTV_Org_IN.m3u,9X Jalwa (1080p),Music,9XJalwa.in@SD,,-1,https://wiselp.wiseplayout.com/9X_Jalwa/master.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_9X_JALWA/images/LOGO_HD/image.png,[],OK,
1,15_IPTV_Org_IN.m3u,9X Jhakaas (1080p),Music,9XJhakaas.in@SD,,-1,https://amg01281-9xmediapvtltd-9xjhakaas-samsungin-ci2cs.amagi.tv/playlist/amg01281-9xmediapvtltd-9xjhakaas-samsungin/playlist.m3u8,https://dtil.tmsimg.com/assets/s90012_ld_h15_aa.png?lock=720x540,[],FAILED,HTTP Error: 403 Forbidden
1,00_Live_Streams.m3u,9X Jhakkas,Music,,,-1,https://d1g8wgjurz8via.cloudfront.net/bpk-tv/9xjhakaas2/default/main.mpd,https://jiotvimages.cdn.jio.com/dare_images/images/9x_Jhakaas.png,[],OK,
1,00_Live_Streams.m3u,9X Tashan,Sm_iptv,732,,-1,https://d1g8wgjurz8via.cloudfront.net/bpk-tv/9xtashan2/default/main.mpd,https://jiotvimages.cdn.jio.com/dare_images/images/9X_Tashan.png,[],OK,
1,15_IPTV_Org_IN.m3u,9X Tashan (1080p),Music,9XTashan.in@SD,,-1,https://amg01281-9xmediapvtltd-9xtashan-samsungin-xz1sd.amagi.tv/playlist/amg01281-9xmediapvtltd-9xtashan-samsungin/playlist.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_9X_TASHAN/images/LOGO_HD/image.png,[],FAILED,HTTP Error: 403 Forbidden
1,00_Live_Streams.m3u,9XM,Music,587,,-1,https://d1g8wgjurz8via.cloudfront.net/bpk-tv/9xm2/default/main.mpd,https://jiotvimages.cdn.jio.com/dare_images/images/9XM.png,[],OK,
1,11_FAST_IPTV_Z.m3u,9XM,Music,587,,-1,https://wiselp.wiseplayout.com/9XM/master.m3u8,https://i.postimg.cc/SRKS6TwR/20240823_022008.png,[],OK,
1,13_SM_Combined.m3u,9XM,Sm All TV,587,,-1,https://jioplaylistdown.yecic62314.workers.dev/live.m3u8?id=587,https://i.postimg.cc/SRKS6TwR/20240823_022008.png,[],FAILED,HTTP Error: 404 Not Found
1,15_IPTV_Org_IN.m3u,9XM (1080p),Music,9XM.in@SD,,-1,https://9xjio.wiseplayout.com/9XM/master.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_9XM/images/LOGO_HD/image.png,[],OK,
1,13_SM_Combined.m3u,Aap Ki Adalat,Sm All TV,3025,,-1,https://amg01550-indiatv-indiatv-aapkiadalat-mi-xiaomi-n5tuk.amagi.tv/playlist/amg01550-indiatv-indiatv-aapkiadalat-mi-xiaomi/playlist.m3u8,https://yt3.googleusercontent.com/-LKDkXmG8y-gkKDzES5aUI8SYFtDXR8F7351cCACb8OP0ap9MkI5moxwFLoAWNRjVEXKJmH3pQ=s72-c-k-c0x00ffffff-no-rj,[],OK,
1,15_IPTV_Org_IN.m3u,Aastha SD (576p),Religious,Aastha.in@SD,,-1,http://103.175.73.12:8080/live/338/master.m3u8,https://i.imgur.com/IqgrV92.png,"['#EXTVLCOPT:http-user-agent=#EXTVLCOPT:http-user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36']",FAILED,"Cannot connect to host 103.175.73.12:8080 ssl:False [Connect call failed ('103.175.73.12', 8080)]"
1,13_SM_Combined.m3u,Action Hollywood Movies,Sm All TV,,,-1,https://amg01076-lightningintern-actionhollywood-samsungnz-82rry.amagi.tv/playlist/amg01076-lightningintern-actionhollywood-samsungnz/playlist.m3u8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSw1zW8RLLNCQm6UHcIIJZlscOB5vhs7BF2I7SfTthYGv3LtHeRSut2-Ag&s=10,[],OK,
1,00_Live_Streams.m3u,Akash Aath,Sm All TV,698,,-1,http://103.175.73.12:8080/live/660/660_0.m3u8,https://static.wikia.nocookie.net/logopedia/images/f/fb/Aakashaath_blue.png,[],FAILED,"Cannot connect to host 103.175.73.12:8080 ssl:False [Connect call failed ('103.175.73.12', 8080)]"
1,12_Sydul104_My.m3u,Akash Aath,Indian Bangla,698,,-1,https://live.thebosstv.com:30443/dwlive/AAKAASH-AATH/chunks.m3u8,https://yt3.ggpht.com/ytc/AKedOLStHh2dnAyRzexuxwISlK8CPWNQb09Xr4tpYGBM=s900-c-k-c0x00ffffff-no-rj,[],FAILED,"Cannot connect to host live.thebosstv.com:30443 ssl:False [Connect call failed ('137.184.250.35', 30443)]"
1,13_SM_Combined.m3u,Akash Aath,Sm All TV,698,,-1,https://live.thebosstv.com:30443/dwlive/AAKAASH-AATH/chunks.m3u8,https://yt3.ggpht.com/ytc/AKedOLStHh2dnAyRzexuxwISlK8CPWNQb09Xr4tpYGBM=s900-c-k-c0x00ffffff-no-rj,[],FAILED,"Cannot connect to host live.thebosstv.com:30443 ssl:False [Connect call failed ('137.184.250.35', 30443)]"
1,00_Live_Streams.m3u,Akash Go,Bangla,,,-1,https://owrcovcrpy.gpcdn.net/bpk-tv/1707/output/index.m3u8,https://raw.githubusercontent.com/BadhanStrom/img/refs/heads/main/akash%20go.png,[],FAILED,HTTP Error: 403 Forbidden
1,13_SM_Combined.m3u,Akhon TV,Sm All TV,,,-1,https://app24.jagobd.com.bd/c3VydmVyX8RpbEU9Mi8xNy8yMFDEEHGcfRgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcEdsEfeDeKiNkVN3PTOmdFseWRtaW51aiPhnPTI2/globaltv.stream/tracks-v1a1/mono.m3u8,https://www.jagobd.com/wp-content/uploads/2024/08/ekhontv.jpg,[],OK,
1,12_Sydul104_My.m3u,Al Jazeera,English News,AlJazeera.in,,-1,https://owrcovcrpy.gpcdn.net/bpk-tv/1721/output/index.m3u8,https://1000logos.net/wp-content/uploads/2020/08/Al-Jazeera-Logo.jpg,"['#https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/al-jazeera-english/master.m3u8', '#https://live-hls-web-aje.getaj.net/AJE/02.m3u8']",FAILED,HTTP Error: 403 Forbidden
1,13_SM_Combined.m3u,Al Jazeera,Sm All TV,169000,Al Jazeera,-1,https://owrcovcrpy.gpcdn.net/bpk-tv/1721/output/index.m3u8,https://tstatic.akash-go.com/cms-ui/images/custom-content/1777454219313.png,[],FAILED,HTTP Error: 403 Forbidden
1,13_SM_Combined.m3u,Al Jazeera HD,Sm All TV,AlJazeera.in,,-1,https://sm-iptv.sm-monirul-islam-rs.workers.dev/aynaott/aljazeera_news/index.m3u8,https://tstatic.akash-go.com/cms-ui/images/custom-content/1777454219313.png,[],FAILED,HTTP Error: 404 Not Found
1,13_SM_Combined.m3u,Al Quran,Sm All TV,245000,Al Quran,-1,http://fastshare1.com:8080//live/25711345/late8airline/319505.ts,https://tstatic.akash-go.com/cms-ui/images/custom-content/1778086065071.png,[],FAILED,HTTP Error: 401 Unauthorized
1,13_SM_Combined.m3u,Al Quran,Sm All TV,,,0,http://fastshare1.com:8080//live/25711345/late8airline/319505.ts,http://www.jagobd.com/wp-content/uploads/2020/05/MakkahLive.jpg,[],FAILED,HTTP Error: 401 Unauthorized
1,00_Live_Streams.m3u,Aljazeera News,Aynaott,,,-1,https://owrcovcrpy.gpcdn.net/bpk-tv/1721/output/index.m3u8,https://logos-world.net/wp-content/uploads/2023/04/Al-Jazeera-Logo.png,[],FAILED,HTTP Error: 403 Forbidden
1,15_IPTV_Org_IN.m3u,All Time Movies (576p),Movies,AllTimeMovies.in@SD,,-1,https://streams.tangotv.in/ALLTIMEMOVIES/ORIGIN/index.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_ALL_TIME_MOVIES/images/LOGO_HD/image.png,[],FAILED,Timeout on reading data from socket
1,11_FAST_IPTV_Z.m3u,Alpha (2026),Movies,,,-1,https://pub-4e135af7e68844d8816cb0f642379557.r2.dev/CINEFREAK.TOP%20-%20Alpha%20%282026%29%20DS4K%20WEB-DL%20%5BHindi%5D%20720p%20HEVC%20ESub.mkv,https://image.tmdb.org/t/p/w600_and_h900_bestv2/nuLMioRauQacj4bRXRsJX9Oe5H6.jpg,[],OK,
1,13_SM_Combined.m3u,Amar Bangla,Sm All TV,1962,,-1,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/amarbanglatv.stream/playlist.m3u8,https://i.ibb.co/CPmLfGs/Amar-Bangla.png,[],FAILED,HTTP Error: 404 Not Found
1,11_FAST_IPTV_Z.m3u,Ananda,Bangladeshi,672,,-1,https://tvsen6.aynaott.com/LeUAm4F1iixYns3s3Non/index.m3u8,https://i.postimg.cc/SKKgpWF8/20240822-231026.png,[],OK,
1,13_SM_Combined.m3u,Anando TV,Sm All TV,,,-1,https://tvsen6.aynaott.com/LeUAm4F1iixYns3s3Non/tracks-v1a1/mono.ts.m3u8,"https://assets-prod.services.toffeelive.com/f_png,w_300,q_85/wCM3l5sBEef-9-uVXFvD/posters/d80f7aee-5bd7-4edc-97eb-ead0e3ebbe09.png",[],OK,
1,00_Live_Streams.m3u,And Pictures,Roarzone,1839,,-1,https://d1g8wgjurz8via.cloudfront.net/bpk-tv/Andpictures/default/manifest.mpd,https://static.wikia.nocookie.net/logopedia/images/e/ed/%26Pictures_%282025%29.svg,[],OK,
1,00_Live_Streams.m3u,And Pictures HD,Aynaott,185,,-1,https://d1g8wgjurz8via.cloudfront.net/bpk-tv/Andpictureshd/default/index.mpd,https://static.wikia.nocookie.net/logopedia/images/1/10/%26Pictures_HD_%282025%29.svg,[],OK,
1,13_SM_Combined.m3u,And Pictures HD,Sm All TV,and_pictures_hd,And Pictures HD,-1,https://stream.ottplus.bd/live/and_picture_hd_abr/live/and_picture_hd_720/l_601121_209412000_52353.ts?nimblesessionid=123758089,https://web.aynaott.com/storage/019dd92f-107c-7056-9e79-e5233f6e51d9/uploads/images/2026-07-08/images_b29360e9b3bf9d3ce34bd67d06d7c004_playmist_and_pictures_hd_400x400.jpg,[],FAILED,HTTP Error: 403 Forbidden
1,00_Live_Streams.m3u,Animal Planet I,Documentary,AnimalPlanet.in,,-1,https://v4-pan-n79-cdn-01.live.cdn.cgates.lt/live/dash/561803/index.mpd,https://raw.githubusercontent.com/BadhanStrom/img/refs/heads/main/animal_planet_white.png,[],FAILED,HTTP Error: 403 
1,00_Live_Streams.m3u,Animal Planet II,Documentary,AnimalPlanet.in,,-1,https://qp-pldt-live-bpk-01-prod.akamaized.net/bpk-tv/cg_animal_planet_sd/default/index.mpd,https://raw.githubusercontent.com/BadhanStrom/img/refs/heads/main/animal_planet_white.png,[],FAILED,HTTP Error: 403 Forbidden
1,15_IPTV_Org_IN.m3u,Arputhar Yesu TV (576p),Religious,ArputharYesuTV.in@SD,,-1,https://account33.livebox.co.in/jesushelpshls/live.m3u8,https://arputharyesutv.net/wp-content/uploads/2022/07/AR-LOGO-PNG.png,[],OK,
1,15_IPTV_Org_IN.m3u,Asianet Movies HD (720p),Movies,AsianetMovies.in@HD,,-1,https://da86m1sqpm3o0.cloudfront.net/28072023/smil:asianetmovies1.smil/playlist.m3u8,https://i.imgur.com/cps67hs.png,[],OK,
1,00_Live_Streams.m3u,ATN Bangla,Toffee,,,-1,https://owrcovcrpy.gpcdn.net/bpk-tv/1722/output/index.m3u8,https://raw.githubusercontent.com/BadhanStrom/img/refs/heads/main/ATN_Bangla.png,[],FAILED,HTTP Error: 403 Forbidden
1,11_FAST_IPTV_Z.m3u,ATN Bangla,Bangladeshi,,,-1,https://tvsen5.aynaott.com/P3y2URgG7LDe/index.m3u8,https://raw.githubusercontent.com/ahan443/logo/refs/heads/main/atn%20bangla.png,[],OK,
1,12_Sydul104_My.m3u,ATN Bangla,Bangla,,,-1,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI2/atnbanglauk-off.stream/playlist.m3u8,https://s6.gifyu.com/images/image27cfa7002786c232.png,[],OK,
1,13_SM_Combined.m3u,ATN Bangla,Sm All TV,,,-1,https://tvsen5.aynaott.com/atnbangla/index.m3u8,https://web.aynaott.com/storage/019dd92f-107c-7056-9e79-e5233f6e51d9/uploads/images/2026-06-24/3a36a406fcc9616cd0b32514bb29eb36.jpg,[],OK,
1,14_IPTV_Org_BD.m3u,ATN Bangla (720p),General,ATNBangla.bd@SD,,-1,http://tvsen5.aynascope.net/atnbangla/index.m3u8,https://i.imgur.com/K1HmMRz.png,[],OK,
1,12_Sydul104_My.m3u,ATN Music,Music,,,-1,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/atnmusic.stream/playlist.m3u8,https://i.ytimg.com/vi/ZKFyzan2-xo/maxresdefault_live.jpg,[],OK,
1,14_IPTV_Org_BD.m3u,ATN Music (360p),Music,ATNMusic.bd@SD,,-1,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/atnmusic.stream/playlist.m3u8,https://www.jagobd.com/wp-content/uploads/2015/12/atnmusic.jpg?x50681,[],FAILED,HTTP Error: 500 Internal Server Error
1,00_Live_Streams.m3u,ATN News,Toffee,,,-1,https://owrcovcrpy.gpcdn.net/bpk-tv/1706/output/index.m3u8,https://static.wikia.nocookie.net/etv-gspn-bangla/images/4/4d/ATN_News_HD.png,[],FAILED,HTTP Error: 403 Forbidden
1,11_FAST_IPTV_Z.m3u,ATN News,Bangladeshi,,,-1,https://tvsen6.aynaott.com/da6WMXAk/index.m3u8,https://i.postimg.cc/W4SwWtd3/20240822-225840.png,[],OK,
1,13_SM_Combined.m3u,ATN News,Sm All TV,93000,ATN News,-1,https://tvsen5.aynaott.com/P3y2URgG7LDe/index.m3u8,https://tstatic.akash-go.com/cms-ui/images/custom-content/1739962961772.png,[],OK,
1,13_SM_Combined.m3u,ATN News,Sm All TV,,,-1,https://tvsen6.aynaott.com/da6WMXAk/index.m3u8,https://tstatic.akash-go.com/cms-ui/images/custom-content/1739962961772.png,[],OK,
1,12_Sydul104_My.m3u,ATN News [bd],Bangla,,,-1,https://owrcovcrpy.gpcdn.net/bpk-tv/1706/output/index.m3u8,https://dl.dropbox.com/s/4ldi1dp09s8o6bm/atn_news_bd.png,[],FAILED,HTTP Error: 403 Forbidden
1,13_SM_Combined.m3u,Ayna TV,Sm All TV,,,-1,https://app24.jagobd.com.bd/c3VydmVyX8RpbEU9Mi8xNy8yMFDEEHGcfRgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcEdsEfeDeKiNkVN3PTOmdFseWRtaW51aiPhnPTI2/ayna.stream/tracks-v1a1/mono.m3u8,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgBhxAik9rvkpRV33kdDl-2drT2X3Y2cU_-lrjlMpmIxzBAGCN50afZnqx8vvxgmbaTVZmYITeOyTW1Fg_CAItfNfgRwsrTcxaB1pecb0Z74oky6LcgXFGIAOz8w8IijqMpMo4dUJ8aMsAF4A0x9Xwt57UCZYxhtEpRfOdqTzmfwVjICILOqg9QPbOFww/s1080/1000021053.png,[],FAILED,Timeout on reading data from socket
1,13_SM_Combined.m3u,Azan TV,Sm All TV,,,0,https://dbcanada.sonarbanglatv.com/azantv/atv/index.m3u8,http://www.jagobd.com/wp-content/uploads/2020/05/MakkahLive.jpg,[],OK,
1,14_IPTV_Org_BD.m3u,Azan TV,Religious,AzanTV.ca@SD,,-1,https://dbcanada.sonarbanglatv.com/azantv/atv/index.m3u8,https://i.imgur.com/JlqS6I4.jpeg,[],OK,
1,13_SM_Combined.m3u,B4U Kadak,Sm All TV,1295,,-1,https://cdn-2.pishow.tv/live/227/master.m3u8,https://static.wikia.nocookie.net/logopedia/images/a/ab/B4U_Kadak.jpeg,[],FAILED,HTTP Error: 404 Not Found
1,15_IPTV_Org_IN.m3u,B4U Kadak (576p),Movies,B4UKadak.in@SD,,-1,https://streams.tangotv.in/B4UKADAK/ORIGIN/index.m3u8,https://dtil.tmsimg.com/assets/s142695_ld_h15_aa.png?lock=720x540,[],OK,
1,12_Sydul104_My.m3u,B4U Movies,Hindi,182,,-1,https://amg00877-b4unew-amg00877c2-xiaomi-in-5489.playouts.now.amagi.tv/playlist.m3u8,https://i.postimg.cc/CLPr6gq6/IMG-20220828-165715.jpg,[],OK,
1,13_SM_Combined.m3u,B4U Movies,Sm All TV,182,,-1,https://amg00877-b4unew-amg00877c2-xiaomi-in-5489.playouts.now.amagi.tv/playlist.m3u8,https://otapp.store/uploads/tv_image/sm/b4u-movies.png,[],OK,
1,15_IPTV_Org_IN.m3u,B4U Movies (576p),Movies,B4UMovies.in@India,,-1,https://streams.tangotv.in/B4UMOVIES/ORIGIN/index.m3u8,https://i.imgur.com/M9kMFJl.png,[],OK,
1,13_SM_Combined.m3u,B4U Movies Apac,Toffee,182,B4U Movies APAC,-1,https://bldcmprod-cdn.toffeelive.com/cdn/live/b4u_movies/playlist.m3u8,https://assets-prod.services.toffeelive.com/PC6F-JQBv9knK3AHlTUO/posters/fb0243ba-39a0-4101-a78c-c197be550c6c.webp,"['#KODIPROP:inputstream.adaptive.stream_headers=Host=bldcmprod-cdn.toffeelive.com&cookie=Edge-Cache-Cookie%3DURLPrefix%3DaHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires%3D1788739246:KeyName%3Dprod_linear:Signature%3DBoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ&user-agent=okhttp/5.1.0&client-api-header=null&accept-encoding=gzip', '#EXTVLCOPT:http-user-agent=okhttp/5.1.0', '#EXTHTTP:{""Host"": ""bldcmprod-cdn.toffeelive.com"", ""cookie"": ""Edge-Cache-Cookie=URLPrefix=aHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires=1788739246:KeyName=prod_linear:Signature=BoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ"", ""client-api-header"": ""null"", ""accept-encoding"": ""gzip""}']",OK,
1,11_FAST_IPTV_Z.m3u,B4U Music,Music,183,,-1,https://stream.ottplus.bd/live/b4u_music_abr/index.m3u8,https://i.postimg.cc/0N2VWksB/channels4-profile.jpg,[],OK,
1,12_Sydul104_My.m3u,B4U Music,Music,183,,-1,https://amg00877-b4unew-amg00877c3-xiaomi-in-5474.playouts.now.amagi.tv/1080p/index.m3u8,https://seeklogo.com/images/B/b4u-music-logo-12FA930444-seeklogo.com.png,"['#https://d3kdywbtdfbp9z.cloudfront.net/v1/manifest/93ce20f0f52760bf38be911ff4c91ed02aa2fd92/dff423e0-3c82-46d6-9ecb-3baa96b5694a/4598c408-0e38-488c-9b64-fc845d1ea2b6/0.m3u8', '#https://cdn-2.pishow.tv/live/415/415_2.m3u8', '#https://cdn-2.pishow.tv/live/415/master.m3u8']",OK,
1,13_SM_Combined.m3u,B4U Music,Toffee,183,B4U Music,-1,https://bldcmprod-cdn.toffeelive.com/cdn/live/b4u_music/playlist.m3u8,https://assets-prod.services.toffeelive.com/PS6F-JQBv9knK3AHqjVz/posters/0f83ee72-be0f-4861-94df-30b158d3df8d.webp,"['#KODIPROP:inputstream.adaptive.stream_headers=Host=bldcmprod-cdn.toffeelive.com&cookie=Edge-Cache-Cookie%3DURLPrefix%3DaHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires%3D1788739246:KeyName%3Dprod_linear:Signature%3DBoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ&user-agent=okhttp/5.1.0&client-api-header=null&accept-encoding=gzip', '#EXTVLCOPT:http-user-agent=okhttp/5.1.0', '#EXTHTTP:{""Host"": ""bldcmprod-cdn.toffeelive.com"", ""cookie"": ""Edge-Cache-Cookie=URLPrefix=aHR0cHM6Ly9ibGRjbXByb2QtY2RuLnRvZmZlZWxpdmUuY29t:Expires=1788739246:KeyName=prod_linear:Signature=BoMUIUuOsNmvrWb1c0Q8jH_T5Cp35Ms_U4wmQ0V8VTLRREDi5YBnmHXjJC7IodtD5p3WMVxHDwZwNMdtD06JBQ"", ""client-api-header"": ""null"", ""accept-encoding"": ""gzip""}']",OK,
1,15_IPTV_Org_IN.m3u,B4U Music (576p),Music,B4UMusic.in@India,,-1,https://cdn-2.pishow.tv/live/415/master.m3u8,https://dtil.tmsimg.com/assets/s158141_ld_h15_aa.png?lock=720x540,[],FAILED,HTTP Error: 404 Not Found
1,12_Sydul104_My.m3u,Bangla Movies,Bangla,,,-1,https://live20.bozztv.com/giatvplayout7/giatv-209627/tracks-v1a1/mono.ts.m3u8,,[],OK,
1,11_FAST_IPTV_Z.m3u,Bangla TV,Bangladeshi,1962,,-1,https://tvsen6.aynaott.com/39ee93nUbCCmm5LsyD4t/index.m3u8,https://i.postimg.cc/kXrYt6K3/20240822-230901.png,[],OK,
1,13_SM_Combined.m3u,Bangla TV,Sm All TV,1962,,-1,https://cdn.ghuddi.live/Bangla_TV/Bangla_TV_BD/playlist.m3u8,"https://assets-prod.services.toffeelive.com/f_png,w_300,q_85/JiK-_poBEef-9-uVZv6L/posters/757a328e-70d6-45de-b093-0a843c69ade7.png",[],OK,
